WKT,id,typ,ranking
"MULTIPOLYGON (((22.3900231560254 53.2715997437683,22.3925701617214 53.2715997437683,22.3927660852365 53.2709336038171,22.3902974489465 53.2705809414899,22.3900231560254 53.2715997437683)))","394","0","0.40"
"MULTIPOLYGON (((22.4360651820691 53.2740291953553,22.4371231690505 53.2743818576825,22.4375542007837 53.2734022401071,22.4364570290992 53.2729712083739,22.4360651820691 53.2740291953553)))","395","4","0.70"
"MULTIPOLYGON (((22.41619853764 53.2739116412463,22.4183536963059 53.2741075647614,22.4183928810089 53.273363055404,22.4163552764521 53.273127947186,22.41619853764 53.2739116412463)))","396","0","0.40"
"MULTIPOLYGON (((22.4522484644146 53.2826890147218,22.453188897287 53.2824930912068,22.453071343178 53.2816310277404,22.4520133561965 53.2817485818495,22.4522484644146 53.2826890147218)))","397","3","0.75"
"MULTIPOLYGON (((22.4520133561965 53.2815526583344,22.4529146043659 53.2813567348193,22.4535415596142 53.2799460855107,22.4546779160016 53.2777909268449,22.4545995465956 53.2759100611001,22.4533848208021 53.2761059846152,22.4535415596142 53.2777517421418,22.4526403114448 53.2790056526383,22.4520133561965 53.2815526583344)))","398","0","0.75"
"MULTIPOLYGON (((22.4450384790597 53.2603537340028,22.4462140201502 53.2598835175666,22.4448033708416 53.2579634671188,22.4435494603451 53.258590422367,22.4450384790597 53.2603537340028)))","399","0","0.45"
"MULTIPOLYGON (((22.4534631902081 53.3046716331138,22.4543252536745 53.3045932637077,22.4544428077835 53.3021246274177,22.4550697630318 53.3018895191996,22.4563628582313 53.3016935956846,22.4565979664494 53.3010274557333,22.455657533577 53.3009490863273,22.4545995465956 53.3012233792484,22.4536982984262 53.3014976721695,22.4534631902081 53.3046716331138)))","400","1","0.75"
"MULTIPOLYGON (((22.4558926417951 53.3007139781092,22.4565979664494 53.3004396851881,22.4562061194192 53.2996951758308,22.4554616100619 53.297892679492,22.4559318264981 53.2959726290442,22.4547954701107 53.2959726290442,22.4546387312986 53.29773594068,22.4551089477348 53.2995776217217,22.4558926417951 53.3007139781092)))","401","0","0.70"
"MULTIPOLYGON (((22.4538550372383 53.2833943393761,22.4550305783288 53.2842955875455,22.4560101959042 53.285627867448,22.4571073675886 53.285627867448,22.4565979664494 53.2848441733877,22.45569671828 53.2835902628912,22.4543644383775 53.2826498300188,22.4538550372383 53.2833943393761)))","402","0","0.60"
"MULTIPOLYGON (((22.4078913806006 53.3059255436103,22.4132988696168 53.307571301137,22.4168646775912 53.3094913515847,22.4177267410576 53.3088252116335,22.4146311495193 53.3065916835616,22.4116139273871 53.3058863589073,22.4085967052549 53.3048675566289,22.4078913806006 53.3059255436103)))","403","0","0.75"
"MULTIPOLYGON (((22.3906892959766 53.2986371888493,22.3930403781576 53.2993033288006,22.3931579322666 53.2983628959282,22.3911203277098 53.2976967559769,22.3906892959766 53.2986371888493)))","404","0","0.40"
"MULTIPOLYGON (((22.381872737798 53.2970698007287,22.3850075140393 53.2970306160257,22.3850466987423 53.2963644760744,22.3816376295799 53.2962469219653,22.381872737798 53.2970698007287)))","405","0","0.50"
"MULTIPOLYGON (((22.379404101508 53.2973440936498,22.3812457825498 53.2971873548377,22.3810498590347 53.2964820301834,22.3799135026472 53.2964036607774,22.379404101508 53.2973440936498)))","406","0","0.40"
"MULTIPOLYGON (((22.3589105018307 53.2948362726568,22.3620452780719 53.2955807820141,22.3643571755499 53.2968346925106,22.3669041812459 53.2982061571161,22.369451186942 53.2984804500373,22.369529556348 53.2975400171649,22.367178474167 53.2972657242438,22.3654935319374 53.2964036607774,22.3644747296589 53.2950321961719,22.3623979403991 53.2942093174085,22.3590280559397 53.2939350244874,22.3589105018307 53.2948362726568)))","407","0","0.80"
"MULTIPOLYGON (((22.3419435254248 53.2912312799793,22.3482130779073 53.2932296998331,22.3486049249375 53.2925243751788,22.3460187345384 53.2913488340884,22.342452926564 53.2899381847798,22.3419435254248 53.2912312799793)))","408","0","0.70"
"MULTIPOLYGON (((22.3266223065455 53.2886450895803,22.3293652357567 53.2888018283923,22.3293652357567 53.2875479178958,22.3264655677335 53.2875087331928,22.3266223065455 53.2886450895803)))","409","4","0.80"
"MULTIPOLYGON (((22.3060111527592 53.2876262873018,22.3107133171211 53.2877830261139,22.3108308712301 53.2869209626476,22.3059327833531 53.2865683003204,22.3060111527592 53.2876262873018)))","410","0","0.70"
"MULTIPOLYGON (((22.3260345360003 53.2989114817704,22.3280329558541 53.2994992523157,22.3291301275386 53.2988722970674,22.3268965994667 53.297775125383,22.3260345360003 53.2989114817704)))","411","4","0.80"
"MULTIPOLYGON (((22.3191380282695 53.2960118137472,22.3215674798565 53.2971873548377,22.322703836244 53.2963252913714,22.3197649835178 53.2948362726568,22.3191380282695 53.2960118137472)))","412","4","0.85"
"MULTIPOLYGON (((22.2968811169565 53.3045932637077,22.2986836132952 53.3040446778655,22.2974297027987 53.3017327803876,22.295666391163 53.3015368568725,22.2968811169565 53.3045932637077)))","413","0","0.55"
"MULTIPOLYGON (((22.2746633903464 53.3042406013806,22.2773671348545 53.3040446778655,22.2803451722837 53.3029866908841,22.2797574017385 53.3017719650906,22.2741539892072 53.3032609838052,22.2746633903464 53.3042406013806)))","414","0","0.65"
"MULTIPOLYGON (((22.281050496938 53.3025556591509,22.2824611462466 53.3019287039027,22.2812856051561 53.3008707169212,22.2804235416898 53.3013017486544,22.281050496938 53.3025556591509)))","415","3","0.85"
"MULTIPOLYGON (((22.2824219615436 53.3015368568725,22.2875943423417 53.2982453418192,22.2870065717964 53.2971481701347,22.2818733757014 53.3007923475152,22.2824219615436 53.3015368568725)))","416","0","0.75"
"MULTIPOLYGON (((22.2719988305413 53.258394498852,22.2766226254972 53.2600794410817,22.2787777841631 53.2616468292023,22.2800708793626 53.2615292750932,22.2779940901028 53.2594524858334,22.2725866010866 53.2574932506826,22.2719988305413 53.258394498852)))","417","0","0.70"
"MULTIPOLYGON (((22.2557371787897 53.3015760415755,22.2604001584486 53.3016544109816,22.2648672145924 53.3023597356358,22.2659643862769 53.3018111497936,22.2616540689451 53.3007139781092,22.2557371787897 53.3005572392971,22.2557371787897 53.3015760415755)))","418","0","0.80"
"MULTIPOLYGON (((22.2487623016529 53.3015760415755,22.2484880087318 53.3005180545941,22.2326573887133 53.3058079895012,22.2196872520151 53.310039937427,22.2207844236995 53.3111762938144,22.2487623016529 53.3015760415755)))","419","0","0.95"
"MULTIPOLYGON (((22.2105180315093 53.3161527510975,22.2093816751219 53.315055579413,22.2045227719479 53.3185430179814,22.2020149509549 53.3168972604548,22.2013879957066 53.317367476891,22.2043660331358 53.319875297884,22.2089898280917 53.317406661594,22.2105180315093 53.3161527510975)))","420","1","0.90"
"MULTIPOLYGON (((22.1411611071711 53.2876654720049,22.1425717564797 53.2875087331928,22.1428852341038 53.285471128636,22.1401031201897 53.2808473336801,22.1372426368695 53.2838645558123,22.1411611071711 53.2876654720049)))","421","0","0.90"
"MULTIPOLYGON (((22.1455497939089 53.2959334443412,22.1465294114843 53.295463227905,22.1464510420783 53.2933080692392,22.1453538703938 53.2919757893366,22.1440999598973 53.2923284516638,22.1412394765772 53.2962469219654,22.1430419729159 53.2965995842925,22.1451971315818 53.2936607315663,22.1455497939089 53.2959334443412)))","422","1","0.70"
"MULTIPOLYGON (((22.1522111934216 53.3128220513411,22.1514666840643 53.3069051611857,22.1483710925261 53.3082766257913,22.1499776653497 53.3134098218863,22.1522111934216 53.3128220513411)))","423","0","0.80"
"MULTIPOLYGON (((22.1148289867444 53.2961685525593,22.1173368077375 53.2973832783528,22.1179245782827 53.2965212148865,22.1160437125379 53.2959726290443,22.1168274065982 53.295306489093,22.1160045278349 53.2946011644387,22.1148289867444 53.2961685525593)))","424","1","0.75"
"MULTIPOLYGON (((22.0757618378375 53.3061214671254,22.0774859647702 53.3059647283133,22.0830893773015 53.3038487543504,22.0885752357238 53.3033001685082,22.0878307263665 53.3018503344966,22.0822273138352 53.3021246274177,22.0756050990255 53.3049459260349,22.0757618378375 53.3061214671254)))","425","0","0.80"
"MULTIPOLYGON (((22.062125561188 53.2828849382369,22.0634578410905 53.2817485818495,22.0622431152971 53.280533856056,22.0608716506915 53.2815918430374,22.062125561188 53.2828849382369)))","426","3","1.00"
"MULTIPOLYGON (((22.0417103309167 53.2938958397844,22.0439438589886 53.2944052409236,22.0452761388912 53.2935823621603,22.0433560884434 53.292916222209,22.0417103309167 53.2938958397844)))","427","3","1.00"
"MULTIPOLYGON (((22.0439438589886 53.2927594833969,22.0453153235942 53.2933472539422,22.0616945294548 53.2829241229399,22.0608324659885 53.2821404288796,22.0439438589886 53.2927594833969)))","428","0","0.95"
"MULTIPOLYGON (((22.0160051657382 53.280573040759,22.0167496750956 53.280690594868,22.0175333691559 53.2811999960072,22.0170631527197 53.2828849382369,22.0181995091071 53.283041677049,22.0186697255433 53.2808473336801,22.0184346173252 53.2799069008077,22.0165537515805 53.2793974996685,22.0160051657382 53.280573040759)))","429","1","0.55"
"MULTIPOLYGON (((22.0066008370144 53.3065133141555,22.0505660737983 53.3139192230255,22.0512322137496 53.31254775842,22.0393200640327 53.3105885232692,22.0070710534506 53.3050634801439,22.0066008370144 53.3065133141555)))","430","0","1.00"
"MULTIPOLYGON (((22.0356367019492 53.3063565753435,22.0388890322995 53.3066700529676,22.0476664057751 53.3068267917797,22.047352928151 53.3055728812831,22.0432777190373 53.3054553271741,22.0356367019492 53.3054553271741,22.0356367019492 53.3063565753435)))","431","0","0.85"
"MULTIPOLYGON (((22.0314439387265 53.3057688047982,22.0314047540235 53.3047891872228,22.0234110746083 53.3042797860836,22.0235678134203 53.3025556591509,22.0238421063414 53.3019287039027,22.0217653170816 53.3016544109815,22.0208640689122 53.3046716331138,22.022862488766 53.3053769577681,22.0274079143159 53.3056904353922,22.0314439387265 53.3057688047982)))","432","1","0.95"
"MULTIPOLYGON (((22.0599312178191 53.3281824549233,22.0640064269328 53.3271244679419,22.0634578410905 53.3260272962575,22.0594610013829 53.3271636526449,22.0599312178191 53.3281824549233)))","433","0","0.50"
"MULTIPOLYGON (((22.1025249899974 53.3337466827516,22.1042099322271 53.3337466827516,22.1035046075728 53.3320617405219,22.1046409639603 53.3305727218073,22.1074230778744 53.3275554996751,22.1086769883709 53.3258313727424,22.1081675872317 53.3251260480881,22.1059732438628 53.3268893597238,22.1040923781181 53.3290053336867,22.1028384676215 53.3302592441832,22.1022115123733 53.3319833711159,22.1025249899974 53.3337466827516)))","434","0","0.85"
"MULTIPOLYGON (((22.1379087768208 53.3169364451578,22.140925998953 53.3177985086241,22.143198711728 53.3188173109025,22.1441783293034 53.3184646485754,22.1431595270249 53.3172499227819,22.1392410567233 53.3159568275824,22.1379087768208 53.3169364451578)))","435","0","0.70"
"MULTIPOLYGON (((22.0145945164297 53.3313564158676,22.0166713056895 53.3304551676983,22.0190615725735 53.3300633206681,22.0194926043067 53.3291228877957,22.0189048337614 53.3286918560625,22.0180819549981 53.3291228877957,22.0151431022719 53.3295539195289,22.0138500070724 53.3305727218073,22.0145945164297 53.3313564158676)))","436","0","0.70"
"MULTIPOLYGON (((22.1527597792638 53.327398760863,22.1542096132754 53.3333156510184,22.1560121096142 53.3333156510184,22.1548365685237 53.3271636526449,22.1527597792638 53.327398760863)))","437","0","0.85"
"MULTIPOLYGON (((22.1960980607995 53.3221088259559,22.1975478948111 53.3217561636287,22.202250059173 53.3183079097633,22.2014271804096 53.317406661594,22.1956278443633 53.3216386095197,22.1960980607995 53.3221088259559)))","438","0","0.70"
"MULTIPOLYGON (((22.2106747703214 53.3230884435313,22.2132609607204 53.324851755167,22.2158471511195 53.3260664809605,22.2172969851311 53.3255178951183,22.214514871217 53.3239896917006,22.2114976490847 53.3218737177378,22.2106747703214 53.3230884435313)))","439","0","0.70"
"MULTIPOLYGON (((22.2741148045042 53.3066308682646,22.2752119761886 53.3064349447495,22.2752119761886 53.3054553271741,22.273722957474 53.3055728812831,22.2741148045042 53.3066308682646)))","440","3","0.70"
"MULTIPOLYGON (((22.2742715433163 53.3069835305917,22.2743499127223 53.3090603198516,22.2756430079218 53.3118424337657,22.2758781161399 53.3136449301044,22.2750160526736 53.314938025304,22.2733702951469 53.3161919358005,22.2734094798499 53.3172891074849,22.2759173008429 53.3156433499582,22.2772887654485 53.3135273759954,22.2766618102002 53.3107844467843,22.2750552373766 53.3070618999977,22.2742715433163 53.3069835305917)))","441","0","0.85"
"MULTIPOLYGON (((22.2685897613789 53.3236370293735,22.2695693789543 53.3228533353132,22.2690991625181 53.322461488283,22.2680019908337 53.3222263800649,22.2690207931121 53.3215210554106,22.2698436718754 53.3209724695684,22.2704314424207 53.3198361131809,22.2698436718754 53.3194050814478,22.2689424237061 53.3195226355568,22.2685113919729 53.3203455143201,22.2682370990518 53.3209724695684,22.2670223732583 53.3215210554106,22.2660427556829 53.3222263800649,22.2666305262281 53.3230884435313,22.2685897613789 53.3236370293735)))","442","1","0.75"
"MULTIPOLYGON (((22.3066772927104 53.3263407738816,22.3071475091466 53.3270852832389,22.3084014196431 53.3271636526449,22.308048757316 53.3251260480881,22.3069907703346 53.3246558316519,22.3058152292441 53.3250476786821,22.3066772927104 53.3263407738816)))","443","4","0.85"
"MULTIPOLYGON (((22.3246630713947 53.3267326209117,22.3223511739168 53.3277514231902,22.3197649835178 53.3277906078932,22.3193731364876 53.3266150668027,22.31784493307 53.3266150668027,22.3176881942579 53.3281824549233,22.3184718883182 53.3292796266078,22.3215674798565 53.3294755501229,22.3230956832741 53.3293579960138,22.3245063325827 53.3289269642806,22.325407580752 53.3284175631414,22.3246630713947 53.3267326209117)))","444","1","0.65"
"MULTIPOLYGON (((22.35240584113 53.307649670543,22.3534638281115 53.3083941799003,22.3540907833597 53.3092170586636,22.3549920315291 53.3103925997541,22.3561675726196 53.310275045645,22.3558540949954 53.3093346127727,22.3556973561834 53.3085901034154,22.35487447742 53.3074145623249,22.3532679045964 53.3068267917796,22.35240584113 53.307649670543)))","445","0","0.65"
"MULTIPOLYGON (((22.3659245636705 53.3217561636287,22.3698038492691 53.3232843670463,22.3704308045174 53.3220696412529,22.3661596718886 53.3207765460533,22.3659245636705 53.3217561636287)))","446","0","0.70"
"MULTIPOLYGON (((22.3729386255104 53.3286918560625,22.374506013631 53.3288877795776,22.3750154147702 53.3255962645243,22.3737615042737 53.3255178951183,22.3729386255104 53.3286918560625)))","447","0","0.65"
"MULTIPOLYGON (((22.3602819664362 53.3166229675336,22.3632600038654 53.3202671449141,22.3643571755499 53.3196010049628,22.3613007687146 53.3157609040673,22.3602819664362 53.3166229675336)))","448","0","0.65"
"MULTIPOLYGON (((22.4256420510668 53.3121559113898,22.4305401389438 53.312704497232,22.4305009542408 53.3113330326265,22.4262690063151 53.3106277079722,22.4256420510668 53.3121559113898)))","449","0","0.55"
"MULTIPOLYGON (((22.4368096914263 53.3159568275823,22.438533818359 53.3183079097633,22.4386905571711 53.3197969284779,22.4406497923219 53.3213251318955,22.4413943016792 53.3203846990231,22.4398660982616 53.3181511709512,22.4386121877651 53.3155649805522,22.4368096914263 53.3159568275823)))","450","0","0.75"
"MULTIPOLYGON (((22.5734913124379 53.0737657077029,22.5737235888489 53.074087321195,22.5771541327652 53.070906921106,22.5764215686998 53.070210091873,22.5735806495191 53.0729795413887,22.5734913124379 53.0737657077029)))","451","0","0.90"
"MULTIPOLYGON (((22.5136508940406 53.0173497982493,22.5148104479603 53.0191122038561,22.5153885123368 53.0187935273409,22.516798003339 53.0204767253448,22.5176637144339 53.0199570671756,22.5149142031048 53.0172372001734,22.5136508940406 53.0173497982493)))","452","0","0.70"
"MULTIPOLYGON (((22.5568486802882 53.0116103743414,22.5627270602281 53.0120927945796,22.5628053780403 53.0115445698944,22.5614927679233 53.0115658541186,22.5614927679233 53.0112559743264,22.5573558726983 53.0110287291455,22.5568486802882 53.0116103743414)))","453","0","0.75"
"MULTIPOLYGON (((22.6402114051905 52.9971455999333,22.6416229310728 52.9966810471113,22.6412655827482 52.9952695212291,22.6398897916984 52.9955911347212,22.6402114051905 52.9971455999333)))","454","3","0.75"
"MULTIPOLYGON (((22.5575061019321 53.049815372334,22.5579924174381 53.0495300021535,22.5577031962988 53.0490032065069,22.5569859188273 53.0490200048638,22.5575061019321 53.049815372334)))","455","0","0.75"
"MULTIPOLYGON (((22.5259844422361 53.0898276625494,22.5266639189747 53.0907072400024,22.52756222185 53.0900622789656,22.5265784753981 53.0893340667064,22.5259844422361 53.0898276625494)))","456","3","0.80"
"MULTIPOLYGON (((22.84174030494 53.0399934515502,22.8444052711524 53.0408404563154,22.8479379007828 53.0414602158996,22.8481031700052 53.0403653073007,22.8475453863794 53.0397868650221,22.844880420167 53.0390431535209,22.8422567712602 53.0387539323816,22.84174030494 53.0399934515502)))","457","0","0.75"
"MULTIPOLYGON (((22.8528753188042 53.0420386581783,22.8540115447087 53.0421212927895,22.8544247177649 53.0412949466772,22.8531025639851 53.0410470428435,22.8528753188042 53.0420386581783)))","458","0","0.50"
"MULTIPOLYGON (((22.625096886426 53.0955523159495,22.6261917950249 53.0962960274506,22.6283609535699 53.0968744697293,22.6291253237238 53.0951184842405,22.6253447902597 53.093982258336,22.625096886426 53.0955523159495)))","459","1","0.65"
"MULTIPOLYGON (((22.5639007921416 53.049106499771,22.5652849218798 53.0493957209103,22.5649957007405 53.0498295526193,22.5669582727574 53.0508005093013,22.5681977919259 53.050077456453,22.5674747390776 53.0497469180081,22.5680325227034 53.0492924276463,22.5667516862293 53.0485073988395,22.5657394122416 53.0489825478541,22.5646238449899 53.0485073988395,22.5639007921416 53.049106499771)))","460","0","0.70"
"MULTIPOLYGON (((22.5056330618928 53.0829763610519,22.505942941685 53.0842778561789,22.50811210023 53.0851558489233,22.5094032660305 53.0837304018794,22.506913898367 53.0827904331766,22.5056330618928 53.0829763610519)))","461","1","0.55"
"MULTIPOLYGON (((22.5063871027204 53.0807658852013,22.5042282735018 53.0809414837502,22.5024929466658 53.0807968731805,22.5022966894641 53.0812720221951,22.5034639033479 53.081933099085,22.5063974320468 53.0818504644738,22.5063871027204 53.0807658852013)))","462","0","0.50"
"MULTIPOLYGON (((22.6785821385494 53.1220031385405,22.6803794413438 53.1219205039293,22.6797183644539 53.1193794896337,22.6780450135763 53.1192761963697,22.6785821385494 53.1220031385405)))","463","0","0.70"
"MULTIPOLYGON (((22.6797183644539 53.1157435667393,22.6806480038303 53.1156196148224,22.6822180614438 53.1157435667393,22.6825899171944 53.1166318888101,22.6859366189495 53.1172723070472,22.6860399122135 53.116425302282,22.6854821285877 53.1162393744067,22.6855854218517 53.1157435667393,22.6848830276562 53.1155989561696,22.6846351238225 53.1161773984483,22.6824246479719 53.1151857831134,22.6796563884954 53.1149585379325,22.6797183644539 53.1157435667393)))","464","0","0.60"
"MULTIPOLYGON (((22.9729665596315 53.1637598592338,22.9778175598293 53.1631706689264,22.9781894155799 53.160939534423,22.9754004974506 53.1613320488263,22.9724463100989 53.1617865391882,22.9729665596315 53.1637598592338)))","465","0","0.75"
"MULTIPOLYGON (((22.909899656387 53.1183155690142,22.9110668702708 53.1188836819664,22.9117486058135 53.1184601795838,22.9123373774185 53.1178714079788,22.9113354327573 53.117416917617,22.9108706130691 53.1178094320203,22.9102405241584 53.1177267974091,22.909899656387 53.1183155690142)))","466","4","0.60"
